trial,question_index,question_text,answer_index,answer_text,pp,condition,voice_id,scene_id
11,4,4. I am the author of my avatar's speech,6,,P18,repeat,clone,1
11,5,5. Things my avatar says are subject only to my free will,5,,P18,repeat,clone,1
11,6,6. Nothing my avatar says is actually voluntary,2,,P18,repeat,clone,1
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P18,repeat,clone,1
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P18,repeat,clone,1
11,9,9. I would use this response as my own.,8,,P18,repeat,clone,1
12,1,1. I am in control of what my avatar says,7,,P18,enhance,clone,3
12,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P18,enhance,clone,3
12,3,3. My avatar's speech just happen without my intention,3,,P18,enhance,clone,3
12,4,4. I am the author of my avatar's speech,6,,P18,enhance,clone,3
12,5,5. Things my avatar says are subject only to my free will,6,,P18,enhance,clone,3
12,6,6. Nothing my avatar says is actually voluntary,1,,P18,enhance,clone,3
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P18,enhance,clone,3
12,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P18,enhance,clone,3
12,9,9. I would use this response as my own.,9,,P18,enhance,clone,3
1,1,1. I am in control of what my avatar says,2,,P27,enhance,clone,11
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P27,enhance,clone,11
1,3,3. My avatar's speech just happen without my intention,1,,P27,enhance,clone,11
1,4,4. I am the author of my avatar's speech,5,,P27,enhance,clone,11
1,5,5. Things my avatar says are subject only to my free will,2,,P27,enhance,clone,11
1,6,6. Nothing my avatar says is actually voluntary,1,,P27,enhance,clone,11
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P27,enhance,clone,11
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27,enhance,clone,11
1,9,9. I would use this response as my own.,5,,P27,enhance,clone,11
2,1,1. I am in control of what my avatar says,6,,P27,repeat,clone,1
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P27,repeat,clone,1
2,3,3. My avatar's speech just happen without my intention,1,,P27,repeat,clone,1
2,4,4. I am the author of my avatar's speech,6,,P27,repeat,clone,1
2,5,5. Things my avatar says are subject only to my free will,5,,P27,repeat,clone,1
2,6,6. Nothing my avatar says is actually voluntary,2,,P27,repeat,clone,1
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P27,repeat,clone,1
2,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P27,repeat,clone,1
2,9,9. I would use this response as my own.,6,,P27,repeat,clone,1
3,1,1. I am in control of what my avatar says,1,,P27,counter,clone,3
3,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P27,counter,clone,3
3,3,3. My avatar's speech just happen without my intention,7,,P27,counter,clone,3
3,4,4. I am the author of my avatar's speech,1,,P27,counter,clone,3
3,5,5. Things my avatar says are subject only to my free will,1,,P27,counter,clone,3
3,6,6. Nothing my avatar says is actually voluntary,6,,P27,counter,clone,3
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P27,counter,clone,3
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27,counter,clone,3
3,9,9. I would use this response as my own.,2,,P27,counter,clone,3
4,1,1. I am in control of what my avatar says,3,,P27,enhance,clone,5
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P27,enhance,clone,5
4,3,3. My avatar's speech just happen without my intention,5,,P27,enhance,clone,5
4,4,4. I am the author of my avatar's speech,5,,P27,enhance,clone,5
4,5,5. Things my avatar says are subject only to my free will,3,,P27,enhance,clone,5
4,6,6. Nothing my avatar says is actually voluntary,6,,P27,enhance,clone,5
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P27,enhance,clone,5
4,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P27,enhance,clone,5
4,9,9. I would use this response as my own.,5,,P27,enhance,clone,5
5,1,1. I am in control of what my avatar says,5,,P27,repeat,clone,7
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P27,repeat,clone,7
5,3,3. My avatar's speech just happen without my intention,2,,P27,repeat,clone,7
5,4,4. I am the author of my avatar's speech,5,,P27,repeat,clone,7
5,5,5. Things my avatar says are subject only to my free will,4,,P27,repeat,clone,7
5,6,6. Nothing my avatar says is actually voluntary,6,,P27,repeat,clone,7
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P27,repeat,clone,7
5,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P27,repeat,clone,7
5,9,9. I would use this response as my own.,7,,P27,repeat,clone,7
6,1,1. I am in control of what my avatar says,1,,P27,counter,clone,9
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P27,counter,clone,9
6,3,3. My avatar's speech just happen without my intention,7,,P27,counter,clone,9
6,4,4. I am the author of my avatar's speech,1,,P27,counter,clone,9
6,5,5. Things my avatar says are subject only to my free will,1,,P27,counter,clone,9
6,6,6. Nothing my avatar says is actually voluntary,1,,P27,counter,clone,9
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P27,counter,clone,9
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27,counter,clone,9
6,9,9. I would use this response as my own.,1,,P27,counter,clone,9
7,1,1. I am in control of what my avatar says,5,,P27,counter,robotic,12
7,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P27,counter,robotic,12
7,3,3. My avatar's speech just happen without my intention,4,,P27,counter,robotic,12
7,4,4. I am the author of my avatar's speech,4,,P27,counter,robotic,12
7,5,5. Things my avatar says are subject only to my free will,4,,P27,counter,robotic,12
7,6,6. Nothing my avatar says is actually voluntary,3,,P27,counter,robotic,12
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P27,counter,robotic,12
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P27,counter,robotic,12
7,9,9. I would use this response as my own.,5,,P27,counter,robotic,12
8,1,1. I am in control of what my avatar says,2,,P27,repeat,robotic,2
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P27,repeat,robotic,2
8,3,3. My avatar's speech just happen without my intention,5,,P27,repeat,robotic,2
8,4,4. I am the author of my avatar's speech,4,,P27,repeat,robotic,2
8,5,5. Things my avatar says are subject only to my free will,3,,P27,repeat,robotic,2
8,6,6. Nothing my avatar says is actually voluntary,5,,P27,repeat,robotic,2
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P27,repeat,robotic,2
8,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P27,repeat,robotic,2
8,9,9. I would use this response as my own.,4,,P27,repeat,robotic,2
9,1,1. I am in control of what my avatar says,5,,P27,enhance,robotic,4
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P27,enhance,robotic,4
9,3,3. My avatar's speech just happen without my intention,5,,P27,enhance,robotic,4
9,4,4. I am the author of my avatar's speech,5,,P27,enhance,robotic,4
9,5,5. Things my avatar says are subject only to my free will,5,,P27,enhance,robotic,4
9,6,6. Nothing my avatar says is actually voluntary,5,,P27,enhance,robotic,4
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P27,enhance,robotic,4
9,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P27,enhance,robotic,4
9,9,9. I would use this response as my own.,9,,P27,enhance,robotic,4
10,1,1. I am in control of what my avatar says,1,,P27,counter,robotic,6
10,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P27,counter,robotic,6
10,3,3. My avatar's speech just happen without my intention,7,,P27,counter,robotic,6
10,4,4. I am the author of my avatar's speech,1,,P27,counter,robotic,6
10,5,5. Things my avatar says are subject only to my free will,4,,P27,counter,robotic,6
10,6,6. Nothing my avatar says is actually voluntary,7,,P27,counter,robotic,6
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P27,counter,robotic,6
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27,counter,robotic,6
10,9,9. I would use this response as my own.,9,,P27,counter,robotic,6
11,1,1. I am in control of what my avatar says,1,,P27,repeat,robotic,8
11,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P27,repeat,robotic,8
11,3,3. My avatar's speech just happen without my intention,7,,P27,repeat,robotic,8
11,4,4. I am the author of my avatar's speech,1,,P27,repeat,robotic,8
11,5,5. Things my avatar says are subject only to my free will,1,,P27,repeat,robotic,8
11,6,6. Nothing my avatar says is actually voluntary,7,,P27,repeat,robotic,8
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P27,repeat,robotic,8
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27,repeat,robotic,8
11,9,9. I would use this response as my own.,1,,P27,repeat,robotic,8
12,1,1. I am in control of what my avatar says,2,,P27,enhance,robotic,10
12,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P27,enhance,robotic,10
12,3,3. My avatar's speech just happen without my intention,5,,P27,enhance,robotic,10
12,4,4. I am the author of my avatar's speech,2,,P27,enhance,robotic,10
12,5,5. Things my avatar says are subject only to my free will,6,,P27,enhance,robotic,10
12,6,6. Nothing my avatar says is actually voluntary,6,,P27,enhance,robotic,10
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P27,enhance,robotic,10
12,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P27,enhance,robotic,10
12,9,9. I would use this response as my own.,4,,P27,enhance,robotic,10
1,1,1. I am in control of what my avatar says,2,,P05,counter,clone,5
1,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P05,counter,clone,5
1,3,3. My avatar's speech just happen without my intention,7,,P05,counter,clone,5
1,4,4. I am the author of my avatar's speech,2,,P05,counter,clone,5
1,5,5. Things my avatar says are subject only to my free will,1,,P05,counter,clone,5
1,6,6. Nothing my avatar says is actually voluntary,7,,P05,counter,clone,5
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P05,counter,clone,5
1,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P05,counter,clone,5
1,9,9. I would use this response as my own.,5,,P05,counter,clone,5
2,1,1. I am in control of what my avatar says,4,,P05,repeat,clone,7
2,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P05,repeat,clone,7
2,3,3. My avatar's speech just happen without my intention,3,,P05,repeat,clone,7
2,4,4. I am the author of my avatar's speech,5,,P05,repeat,clone,7
2,5,5. Things my avatar says are subject only to my free will,5,,P05,repeat,clone,7
2,6,6. Nothing my avatar says is actually voluntary,5,,P05,repeat,clone,7
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P05,repeat,clone,7
2,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P05,repeat,clone,7
2,9,9. I would use this response as my own.,8,,P05,repeat,clone,7
3,1,1. I am in control of what my avatar says,4,,P05,enhance,clone,9
3,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P05,enhance,clone,9
3,3,3. My avatar's speech just happen without my intention,2,,P05,enhance,clone,9
3,4,4. I am the author of my avatar's speech,4,,P05,enhance,clone,9
3,5,5. Things my avatar says are subject only to my free will,5,,P05,enhance,clone,9
3,6,6. Nothing my avatar says is actually voluntary,2,,P05,enhance,clone,9
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P05,enhance,clone,9
3,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P05,enhance,clone,9
3,9,9. I would use this response as my own.,4,,P05,enhance,clone,9
4,1,1. I am in control of what my avatar says,1,,P05,counter,clone,11
4,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P05,counter,clone,11
